city,state,county,name,zip,state2,address,phone
Clairfield,TN,claiborne,Clear Fork Volunteer Fire Department,37715,tn,6394 Highway 90,423-784-4045
Cumberland Gap,TN,claiborne,Cumberland Gap Volunteer Fire,37724,tn,805 North Cumberland Drive,423-869-0309
Tazewell,TN,claiborne,New Tazewell Volunteer Fire,37879,tn,3220 Old Highway 25E,423-626-8299
Harrogate,TN,claiborne,North Claiborne Vol Fire Department,37752,tn,2950 Forge Ridge Road,423-869-9243
New Tazewell,TN,claiborne,South Claiborne Volunteer Fire,37825,tn,3711 Highway 33,423-626-5455
Speedwell,TN,claiborne,Speedwell Volunteer Fire Department,37870,tn,7465 Highway 63,423-562-2266
Tazewell,TN,claiborne,Springdale Volunteer Fire Department,37879,tn,1881 Highway 25e South,
Tazewell,TN,claiborne,Tazewell Fire Department,37879,tn,1402 North Broad Street,423-626-9433
Celina,TN,clay,Celina City Fire Department,38551,tn,211 Green Street,931-243-3454
Celina,TN,clay,East 52 Volunteer Fire Department,38551,tn,6120 Livingston Highway,931-243-5352
Moss,TN,clay,Moss Volunteer Fire Department,38575,tn,7403 Clay County Highway,931-258-3515
Celina,TN,clay,Pea Ridge Fire Department,38551,tn,280 Fire Hall Rd,
Newport,TN,cocke,Centerview Volunteer Fire Department,37821,tn,210 Turner Ridge Road,423-623-9444
Newport,TN,cocke,Cocke County Fire Department,37821,tn,120 Fairground Circle,423-623-4444
Cosby,TN,cocke,Cosby Volunteer Fire Department,37722,tn,3292 Cosby Highway,423-487-2593
Del Rio,TN,cocke,Del Rio Volunteer Fire Department,37727,tn,482 Highway 107,423-487-2215
Hartford,TN,cocke,Grassy Fork Volunteer Fire,37753,tn,4110 Big Creek Road,423-487-5222
Parrottsville,TN,cocke,Long Creek Volunteer Fire Department,37843,tn,924 Gunter Corner Road,423-613-4155
Newport,TN,cocke,Newport Fire Department,37821,tn,103 C Avenue,423-613-4048
Parrottsville,TN,cocke,Parrotsville Fire Department,37843,tn,2059 Highway 321,423-623-7174
Tullahoma,TN,coffee,Hickerson Volunteer Fire Department,37388,tn,4373 Old Manchester Highway,931-455-0058
Hillsboro,TN,coffee,Hillsboro Fire Department,37342,tn,193 Winchester Highway,931-596-2222
Manchester,TN,coffee,Manchester Fire Department,37355,tn,1509 Hillsboro Boulevard,931-728-2999
Manchester,TN,coffee,New Union Fire Department Fire Hall,37355,tn,3460 Woodbury Highway,931-723-8210
Manchester,TN,coffee,North Coffee Volunteer Fire,37355,tn,35 Old Murfreesboro Road,931-728-4674
Summitville,TN,coffee,Summitville Volunteer Fire Department,37382,tn,School St,931-728-9730
Tullahoma,TN,coffee,Tullahoma Firehall,37388,tn,613 South Jackson Street,931-455-0936
Alamo,TN,crockett,Alamo Volunteer Fire Department,38001,tn,145 East Park Street,731-696-4515
Bells,TN,crockett,Bells Fire Department,38006,tn,12987 U.s. 79,731-663-2334
Friendship,TN,crockett,Bonicord Volunteer Fire Department,38034,tn,175 Firehouse Ln,731-287-1439
Crockett Mills,TN,crockett,Crockett Mills Volunteer Fire Department,38021,tn,144 Community Center Ln,731-677-4170
Friendship,TN,crockett,Friendship Volunteer Fire Department,38034,tn,105 Church Street,731-677-2396
Gadsden,TN,crockett,Gadsden Volunteer Fire Department,38337,tn,229 High Street,731-784-2235
Crossville,TN,cumberland,Crossville Fire Department,38555,tn,141 Henry Street,931-484-6144
Crossville,TN,cumberland,Cumberland County Fire Department,38571,tn,1391 Livingston Road,931-484-9119
Crossville,TN,cumberland,Fairfield Glade Fire Department,38558,tn,7258 Peavine Road,931-484-3801
Goodlettsville,TN,davidson,Goodlettsville Fire Department,37072,tn,105 Long Hollow Pike,615-851-2246
Nashville,TN,davidson,Metro Nashville Airport Authority - Fire Department,37214,tn,921 Airport Service Rd,615-275-1703
Nashville,TN,davidson,Nashville Fire Department,37210,tn,63 Hermitage Avenue,615-862-5421
Nashville,TN,davidson,Uaw Rescue Squad,37209,tn,6207 Centennial Boulevard,615-289-5243
Nashville,TN,davidson,West Priest Lake Fire Department,37217,tn,4777 Priest Lake Drive,208-443-2551
Liberty,TN,dekalb,Cannon County Red Cross,37095,tn,32 Gassaway School Road,615-563-2026
Smithville,TN,dekalb,Dekalb County Fire Department,37166,tn,King Ridge Rd,615-597-2609
Dowelltown,TN,dekalb,Dowelltown Fire Department,37059,tn,141 Church St,615-597-2609
Smithville,TN,dekalb,Smithville Fire Department,37166,tn,104 East Main Street,615-597-4141
Decaturville,TN,decatur,Decatur County Volunteer Fire Department Station 3,38329,tn,19 South East Street,731-852-4664
Decaturville,TN,decatur,Decaturville Volunteer Fire Department,38329,tn,29 East Main Street,731-852-2034
Parsons,TN,decatur,Jeanette Volunteer Fire Department,38363,tn,342 Jeanette Holladay Road,731-847-6556
Parsons,TN,decatur,Parsons Fire Department,38363,tn,66 West 2nd Street,731-847-6358
Sugar Tree,TN,decatur,Woodlawn Shores Volunteer Fire Department,38380,tn,Cherokee Heights Rd,731-847-3377
Burns,TN,dickson,Burns Volunteer Fire Department,37029,tn,2717 Church Street,615-446-7911
Charlotte,TN,dickson,City Of Charlotte Volunteer Fire Department,37036,tn,3575 Highway 48 North,615-789-4578
White Bluff,TN,dickson,Claylick Volunteer Fire Department,37187,tn,1625 Claylick Road,615-797-9925
Cumberland Furnace,TN,dickson,Cumberland Furnace Volunteer Fire Department,37051,tn,2999 New Dry Hollow Road,615-789-6474
Dickson,TN,dickson,Dickson County Rescue Squad,37055,tn,195 Taylor Street,615-446-9278
Dickson,TN,dickson,Dickson Fire Department,37055,tn,101 Church Street,615-446-6331
Charlotte,TN,dickson,Harpeth Ridge Volunteer Fire Department,37036,tn,1030 Three Island Ford Rd,615-789-5986
Dickson,TN,dickson,Sylvia Yellow Creek Fire Hall,37055,tn,105 Edgewood Cemetery Road,615-763-0701
Dickson,TN,dickson,Tennessee City Fire Department,37055,tn,4605 Highway 70 West,615-446-0639
Vanleer,TN,dickson,Vanleer Fire Department,37181,tn,4455 Highway 49,615-763-2800
White Bluff,TN,dickson,White Bluff Fire Department,37187,tn,2185 Tennessee 47,615-797-2781
Dyersburg,TN,dyer,Dyer County Fire Department,38024,tn,1910 Pioneer Road,731-286-7831
Dyersburg,TN,dyer,Dyersburg Fire Department,38024,tn,216 South Church Avenue,731-288-7614
Dyersburg,TN,dyer,Finley Fire Department,38024,tn,5381 Highway 104,731-286-0625
Dyersburg,TN,dyer,Lenox Volunteer Fire Department,38024,tn,265 Boothspoint Rd,731-286-0554
Newbern,TN,dyer,Newbern Fire Department,38059,tn,111 Jefferson Street,731-627-2266
Tigrett,TN,dyer,Tigrett Volunteer Fire Department,38070,tn,162 Stokes Road,731-677-2384
Trimble,TN,dyer,Trimble Fire And Rescue,38259,tn,23 South Main Street,731-297-3955
Somerville,TN,fayette,Fayette County Fire Service,38068,tn,315 East Market Street,901-466-7130
Williston,TN,fayette,Fayette County Fire Station,38076,tn,6990 Highway 76,901-465-9777
Gallaway,TN,fayette,Gallaway Fire Department,38066,tn,214 Main Street,901-867-3333
Hickory Withe,TN,fayette,Hickory Withe Station 14 Fire Department,38028,tn,2815 U.s. 64,901-465-0074
Moscow,TN,fayette,La Grange Volunteer Fire Department,38057,tn,14600 Lagrange Road,901-878-1246
Moscow,TN,fayette,Moscow Fire Department,38057,tn,155 4th Avenue,901-877-3243
Somerville,TN,fayette,Northeast Fayette County Fire Department,38068,tn,845 Mount Moriah Drive,901-231-0378
Oakland,TN,fayette,Oakland Fire Department,38060,tn,170 Doss Circle,901-465-2448
Piperton,TN,fayette,Piperton Fire Department,38017,tn,3575 Highway 196,901-853-2195
Rossville,TN,fayette,Rossville Fire Department,38066,tn,360 Morrison Road,901-853-4681
Somerville,TN,fayette,Somerville Town Fire Department,38068,tn,117 West North Street,901-465-3332
Allardt,TN,fentress,Allardt Fire Department,38504,tn,2011 Michigan Avenue,931-879-2648
Jamestown,TN,fentress,Jamestown Fire Department,38556,tn,220 South Main Street,931-879-8310
Winchester,TN,franklin,4Th District Volunteer Fire Department,37398,tn,3260 Liberty Road,931-308-3870
Decherd,TN,franklin,Alto Oak Grove Volunteer Fire,37324,tn,8375 Old Alto Highway,931-967-0070
Belvidere,TN,franklin,Belvidere Fire Department,37306,tn,6045 David Crockett Highway,931-962-0629
Winchester,TN,franklin,Broadview Volunteer Fire Department,37398,tn,5253 Lynchburg Road,931-962-2006
Cowan,TN,franklin,Cowan Fire Department,37318,tn,PO Box 338,931-968-9070
Sherwood,TN,franklin,Crow Creek Valley Fire Department,37376,tn,13787 Sherwood Road,931-598-9999
Decherd,TN,franklin,Decherd Fire Hall,37324,tn,101 South Bratton Street,931-967-4339
Estill Springs,TN,franklin,Estill Springs Fire Department,37330,tn,306 South Main Street,931-649-2121
Winchester,TN,franklin,Franklin County Fourth District Volunteer Fire Department,37398,tn,1668 Norwood Creek Road,931-967-0482
Huntland,TN,franklin,Huntland Volunteer Fire Department,37345,tn,300 College Avenue,931-469-7682
Belvidere,TN,franklin,Keith Springs Volunteer Fire Department,37306,tn,86 Community Lane,931-968-9099
Tullahoma,TN,franklin,North Franklin County Vol Fire,37388,tn,11091 Old Tullahoma Road,931-455-2130
Sewanee,TN,franklin,Sewanee Fire Depatment,37383,tn,735 University Avenue,931-598-1594
Winchester,TN,franklin,Winchester Fire Department,37398,tn,115 1st Avenue Northwest,931-967-2267
Bradford,TN,gibson,Bradford Fire Department,38316,tn,207 East Main Street,731-742-2271
Kenton,TN,gibson,City Of Kenton Volunteer Fire Department,38233,tn,108 North Poplar Street,731-749-5800
Dyer,TN,gibson,Dyer Fire Department,38330,tn,235 South Royal Street,731-692-3714
Trenton,TN,gibson,Fruitland Volunteer Fire Department,38382,tn,34 Fruitland Eldad Road,731-824-3006
Trenton,TN,gibson,Gibson County Fire Department,38382,tn,310 Concord Cades Road,731-723-9228
Humboldt,TN,gibson,Humboldt Fire Department,38343,tn,1116 East Main Street,731-784-2654
Medina,TN,gibson,Medina Fire Department,38355,tn,112 North Main Street,731-783-1800
Milan,TN,gibson,Milan Fire Department,38358,tn,7029 Telecom Drive,731-686-3996
Milan,TN,gibson,Mlaap Fire & Ems,38358,tn,2280 Highway 104,731-686-6776
Rutherford,TN,gibson,Rutherford Fire Department,38369,tn,102 West Main Street,731-665-6690
Trenton,TN,gibson,Trenton City Fire Department,38382,tn,307 South College Street,731-855-0522
Ardmore,TN,giles,Ardmore Volunteer Fire Department,38449,tn,26704 Main St,256-423-2401
Prospect,TN,giles,Elkton Fire Department,38477,tn,164 Main Street,931-468-2506
Pulaski,TN,giles,Giles County Fire & Rescue,38478,tn,120 Jimmy Suggs Dr,931-363-3708
Minor Hill,TN,giles,Minor Hill Fire Department,38473,tn,13200 Minor Hill Highway,931-565-3113
Pulaski,TN,giles,Pulaski Fire Department,38478,tn,117 East Madison Street,931-424-4407
Bean Station,TN,grainger,Bean Station Volunteer Fire Department,37708,tn,156 Broadway Drive,865-993-2539
Blaine,TN,grainger,Blane Volunteer Fire Department,37709,tn,Old Rutledge Tpke,
Rutledge,TN,grainger,Rutledge Volunteer Fire Department,37861,tn,251 Knob Road,865-828-5700
Thorn Hill,TN,grainger,Thorn Hill Volunteer Fire Department,37881,tn,1851 Mountain Valley Hwy,865-767-2085
Thorn Hill,TN,grainger,Treadway Volunteer Fire Department,37881,tn,189 Tennessee 131,423-733-2713
Washburn,TN,grainger,Washburn Volunteer Fire Department,37888,tn,8245 Highway 131,865-497-2170
Greeneville,TN,greene,Camp Creek Volunteer Fire Department,37743,tn,700 Greystone Road,423-638-1702
Greeneville,TN,greene,Caney Branch Volunteer Fire Department,37743,tn,11970 Newport Highway,423-638-1237
Greeneville,TN,greene,Cedar Creek Volunteer Fire Department,37743,tn,3342 Cedar Creek Road,423-639-7537
Greeneville,TN,greene,Debusk Volunteer Fire Department,37743,tn,599 Debusk Road,423-636-1111
Greeneville,TN,greene,Greeneville Fire Department,37743,tn,710 West Summer Street,423-638-4243
Mohawk,TN,greene,Mcdonald Volunteer Fire Department,37810,tn,8595 McDonald Road,423-235-4460
Midway,TN,greene,Midway Volunteer Fire Department,37809,tn,245 McDonald Road,423-422-9701
Mosheim,TN,greene,Mosheim Fire Department,37818,tn,1000 Main Street,423-422-7401
Mosheim,TN,greene,Mosheim Volunteer Fire Department,37818,tn,7700 West Andrew Johnson Highway,423-422-7227
Chuckey,TN,greene,Nolichuckey Valley Fire Department,37641,tn,2634 Highway 107,423-257-2803
Mosheim,TN,greene,Orebank Volunteer Fire Department,37818,tn,55 Orebank Road,423-638-7799
Greeneville,TN,greene,St James Volunteer Fire Department,37743,tn,3035 Saint James Road,423-639-7121
Greeneville,TN,greene,Sunnyside Volunteer Fire Department,37743,tn,200 Carmel Hill,423-638-6597
Greeneville,TN,greene,Tusculum Volunteer Fire Department,37745,tn,145 Alexander Street,423-638-8068
Greeneville,TN,greene,United Volunteer Fire Department,37745,tn,6490 Horton Highway,423-234-2001
Altamont,TN,grundy,Altamont Volunteer Fire Department,37301,tn,143 Academy Avenue,931-692-2737
Beersheba Springs,TN,grundy,Beersheba Spg Volunteer Fire Department,37305,tn,17967 Route 56,931-692-3408
Coalmont,TN,grundy,Coalmont Fire Department,37313,tn,PO Box 308,931-592-9370
Gruetli-Laager,TN,grundy,Gruetli-Laager Fire Department,37339,tn,27730 Highway 108,931-779-5147
Palmer,TN,grundy,Palmer Volunteer Fire Department,37365,tn,Hwy 108 & School House Rd,931-779-3249
Pelham,TN,grundy,Pelham Valley Volunteer Fire Department,37366,tn,Hwy 41,
Tracy City,TN,grundy,Tracy City Fire Department,37387,tn,82 Main Street,931-592-3473
Russellville,TN,hamblen,East Hamblen Volunteer Fire Department,37860,tn,Luther Profit Rd,423-581-4591
Morristown,TN,hamblen,Hamblen County Fire Department,37813,tn,4686 South Davy Crockett Parkway,423-581-9447
Morristown,TN,hamblen,Morristown City Fire Department,37813,tn,625 South Jackson Street,423-586-5072
Morristown,TN,hamblen,North Hamblen County Fire Department,37814,tn,787 Noes Chapel Road,423-586-9435
Chattanooga,TN,hamilton,Chattanooga Fire Department,37406,tn,910 Wisdom Street,423-643-5600
Soddy-Daisy,TN,hamilton,City Of Soddy-Daisy Fire Department,37379,tn,9835 Dayton Pike,423-332-5325
Middle Valley,TN,hamilton,Dallas Bay Volunteer Fire Department & Rescue I,37343,tn,7525 Middle Valley Road,423-842-9370
Harrison,TN,hamilton,Highway 58 Volunteer Fire Department,37341,tn,5402 Hwy 58,423-344-5770
Signal Mountain,TN,hamilton,Lone Oak Volunteer Fire Department,37377,tn,1278 U.s. 127,423-886-7250
Lookout Mountain,TN,hamilton,Lookout Mountain Fire Department,37350,tn,710 Scenic Highway,423-821-4131
Soddy-Daisy,TN,hamilton,Mowbray Volunteer Fire Department,37379,tn,1705 Mowbray Pike,423-332-9658
Chattanooga,TN,hamilton,Raccoon Mountain Volunteer Fire Department,37419,tn,283 West Hills Drive,706-861-1234
Red Bank,TN,hamilton,Red Bank Fire Department,37415,tn,3117 Dayton Boulevard,423-877-7252
Sale Creek,TN,hamilton,Sale Creek Volunteer Fire Department,37373,tn,14705 Dayton Pike,423-332-2424
Soddy-Daisy,TN,hamilton,Sequoyah Volunteer Fire Department,37379,tn,1989 Green Pond Road,423-332-5321
Signal Mountain,TN,hamilton,Signal Mountain Fire Department,37377,tn,1111 Ridgeway Avenue,423-886-3314
Chattanooga,TN,hamilton,Suck Creek Volunteer Fire Department,37405,tn,5817 Highway 27,423-658-2489
Ooltewah,TN,hamilton,Tri-Community Volunteer Fire Department,37363,tn,9769 Sanborn Drive,423-396-3113
Signal Mountain,TN,hamilton,Waldens Ridge Emergency Services,37377,tn,2100 Taft Highway,423-886-3111
Sneedville,TN,hancock,Camp's Volunteer Fire Department,37869,tn,208 Back Vally Road,423-733-4008
Sneedville,TN,hancock,Panther Creek Volunteer Fire Department,37869,tn,6594 Kyles Ford Hwy,423-733-0063
Bolivar,TN,hardeman,Bolivar Fire Department,38008,tn,211 West Jackson Street,731-658-9545
Middleton,TN,hardeman,Corinth Fire Department No 1,38052,tn,300 South Main Street,662-286-2213
Saulsbury,TN,hardeman,Grand Valley Volunteer Fire Department,38067,tn,7175 Lake Hardeman Road,
Hornsby,TN,hardeman,Hornsby Fire Department,38044,tn,460 Main St,931-658-6188
Toone,TN,hardeman,Toone City Hall,38381,tn,2005 Highway 138,731-658-9770
Whiteville,TN,hardeman,Whiteville Fire Department,38075,tn,137 Highway 64,731-254-8585
Savannah,TN,hardin,Hardin County Fire Department,38372,tn,601 Main Street,731-925-6178
Saltillo,TN,hardin,Saltillo Fire Department,38370,tn,160 Oak Avenue,731-687-3292
Savannah,TN,hardin,Savannah Fire Department,38372,tn,140 Main Street,731-925-3475
Bulls Gap,TN,hawkins,Bulls Gap Fire Department,37711,tn,14 York St,423-235-2123
Church Hill,TN,hawkins,Carter's Valley Fire Department,37642,tn,2847 Carters Valley Road,423-357-7107
Church Hill,TN,hawkins,Church Hill Fire Department,37642,tn,300 East Main Boulevard,423-357-6161
Surgoinsville,TN,hawkins,City Of Surgoinsville Volunteer Fire Department,37873,tn,120 Old Stage Road,423-345-2312
Eidson,TN,hawkins,Clinch Valley Volunteer Fire Department,37731,tn,4584 Highway 70,
Church Hill,TN,hawkins,Goshen Valley Volunteer Fire Department,37642,tn,1087 Goshen Valley Road,423-357-8173
Rogersville,TN,hawkins,Lakeview Volunteer Fire Department,37857,tn,1007 Old Highway 11W,423-272-8088
Mount Carmel,TN,hawkins,Mount Carmel Volunteer Fire Department,37645,tn,211 Hammond Avenue,423-357-1013
Rogersville,TN,hawkins,Persia Volunteer Fire Department,37857,tn,105 Fire Hall Road,423-272-7335
Rogersville,TN,hawkins,Rogersville Fire Department,37857,tn,106 East Kyle Street,423-272-7111
Surgoinsville,TN,hawkins,Stanley Valley Fire Department,37873,tn,1405 Stanley Valley Road,423-345-3445
Rogersville,TN,hawkins,Striggersville Volunteer Fire Department,37857,tn,697 Caney Creek Road,423-921-9914
Brownsville,TN,haywood,Brownsville - Haywood County Fire Department,38012,tn,19 West Franklin Street,731-772-1396
Lexington,TN,henderson,Henderson County Fire Department Station 7,38351,tn,147 South Broad Street,731-968-4153
Lexington,TN,henderson,Lexington City Fire Department,38351,tn,88 1st Street,731-968-2211
Scotts Hill,TN,henderson,Scotts Hill Fire Department,38374,tn,11328 Sardis-Scotts Hill Road,731-549-3175
Henry,TN,henry,Henry Volunteer Fire Department,38231,tn,95 Park Drive,731-243-4091
Mansfield,TN,henry,Mansfield Fire Department,38236,tn,2545 Mansfield Road,731-644-9973
Paris,TN,henry,Oakland Volunteer Fire Department,38242,tn,4435 State Highway 69 South,731-644-0502
Paris,TN,henry,Paris Fire Department,38242,tn,100 North Caldwell Street,731-642-1413
Buchanan,TN,henry,Paris Landing Community Fr Department,38222,tn,15590 U.s. 79,731-642-4005
Puryear,TN,henry,Puryear Volunteer Fire Department,38251,tn,PO Box 275,731-247-5500
Springville,TN,henry,Springville Volunteer Fire,38256,tn,8492 State Highway 69 South,731-593-0016
Centerville,TN,hickman,Centerville Volunteer Fire Department,37033,tn,102 East Swan Street,931-729-9944
Centerville,TN,hickman,Hickman County Rescue Squad,37033,tn,128 Briggs Street,931-729-2410
Nunnelly,TN,hickman,Pinewood Volunteer Fire Department,37137,tn,4950 Highway 48,931-670-1266
Erin,TN,houston,Erin Fire Department,37061,tn,15 Hill Street,931-289-3210
Tennessee Ridge,TN,houston,Tennessee Ridge Fire Department,37178,tn,1435 North Main Street,931-721-3382
McEwen,TN,humphreys,Bold Springs-Poplar Grove Volunteer Fire Department District 7,37101,tn,2925 Poplar Grove Road,931-582-7717
Waverly,TN,humphreys,City Of Waverly Fire Department,37185,tn,107 East Main Street,931-296-3737
Waverly,TN,humphreys,Humphreys County Fire Department,37185,tn,585 Tennessee 13,931-296-7795
McEwen,TN,humphreys,Mcewen Fire Department,37101,tn,9562 Highway 70 East,931-582-3374
New Johnsonville,TN,humphreys,New Johnsonville Fire Department,37134,tn,323 Long Street,931-535-2700
Gainesboro,TN,jackson,Flynn's Lick Volunteer Fire Department,38562,tn,2545 Granville Highway,931-268-2937
Gainesboro,TN,jackson,Gainesboro Fire Department,38562,tn,402 East Hull Avenue,931-268-9110
Granville,TN,jackson,Granville Co-Op Fire Department,38564,tn,110 Lakeview Drive,
Gainesboro,TN,jackson,Jackson County Central Fire,38562,tn,1045 North Grundy Quarles Highway,931-268-6133
Whitleyville,TN,jackson,Jennings Creek Volunteer Fire Department,38588,tn,3500 Jennings Creek Highway,931-268-3699
Gainesboro,TN,jackson,South Side Volunteer Fire Department,38562,tn,202 Johnson Lane,931-268-2040
Gainesboro,TN,jackson,West End Volunteer Fire Department,38562,tn,1363 Smith Bend Lane,931-678-4013
White Pine,TN,jefferson,Baneberry Volunteer Fire Department,37890,tn,667 Harrison Ferry Road,865-674-2022
Dandridge,TN,jefferson,Chestnet Hill Volunteer Fire,37725,tn,2418 McGaha Hollow Road,865-509-4488
Dandridge,TN,jefferson,Dandridge Volunteer Fire Department,37725,tn,147 East Meeting Street,865-397-3192
Jefferson,TN,jefferson,Jefferson City Fire Department,37760,tn,112 West Broadway Boulevard,865-475-3616
Talbott,TN,jefferson,Kansas-Talbott Volunteer Fire Department,37877,tn,1352 Talbott-Kansas Road,865-475-9189
Jefferson,TN,jefferson,Lakeway Central Volunteer Fire Department,37760,tn,1020 Devotie Road,865-475-0930
New Market,TN,jefferson,New Market Volunteer Fire Department,37820,tn,934 West Old Andrew Johnson Highway,865-475-4064
Talbott,TN,jefferson,West Hablen County Volunteer Fire Department,37877,tn,6301 West Andrew Johnson Highway,423-581-2003
White Pine,TN,jefferson,White Pine Volunteer Fire Department,37890,tn,3208 School Street,865-674-6568
Mountain City,TN,johnson,Doe Valley Fire Department,37683,tn,283 Slabtown Road,423-727-8385
Butler,TN,johnson,Dry Run Volunteer Activity Hll,37640,tn,5646 Big Dry Run Road,423-727-4713
Butler,TN,johnson,Gray Volunteer Fire Department,37640,tn,107 Poga Road,423-477-3851
Mountain City,TN,johnson,Neva Volunteer Fire Department,37683,tn,3530 Roan Creek Road,423-727-6042
Mountain City,TN,johnson,Second District Volunteer Fire,37683,tn,1642 Cold Springs Road,423-727-1270
Shady Valley,TN,johnson,Shady Valley Volunteer Fire,37688,tn,10114 U.s. 421,423-739-4444
Trade,TN,johnson,Trade Volunteer Fire Department,37691,tn,Fire Department Road,423-727-5219
Powell,TN,knox,Claxton Volunteer Fire Department,37849,tn,2194 Clinton Highway,865-945-1314
Heiskell,TN,knox,Heiskell Volunteer Fire Department,37754,tn,9444 Heiskell Road,865-938-3473
Knoxville,TN,knox,Karns Volunteer Fire Department,37931,tn,3224 Meadowrun Lane,865-691-1333
Knoxville,TN,knox,Knoxville Fire Department,37915,tn,900 East Hill Avenue,865-595-4480
Knoxville,TN,knox,Rural - Metro Fire Department,37922,tn,9746 Parkside Drive,865-531-3006
Tiptonville,TN,lake,Tiptonville Fire Department,38079,tn,221 Kentucky Street,731-253-8749
Ripley,TN,lauderdale,City Of Ripley Ripley Fire Department,38063,tn,225 Randolph Street,731-635-2284
Ripley,TN,lauderdale,East Lauderdale County Fire Department,38063,tn,175 Curve Nankipoo Road,731-635-7722
Halls,TN,lauderdale,Frog Jump Fire Department,38040,tn,12365 Highway 88,731-656-2020
Gates,TN,lauderdale,Gates Fire Department,38037,tn,PO Box 129,731-836-7249
Halls,TN,lauderdale,Halls Fire Department,38040,tn,208 North Church Street,731-836-7250
Henning,TN,lauderdale,Henning Fire Department,38041,tn,105 Haley Ave,731-738-2288
Ripley,TN,lauderdale,Northwest Lauderdale County Fire Department,38063,tn,56 Arp Central Road,
Ripley,TN,lauderdale,West Lauderdale County Fire Department,38063,tn,2830 Lightfoot Luckett Road,731-635-0119
Leoma,TN,lawrence,Center Point Fire & Rescue,38468,tn,387 Rabbit Trail Road,931-852-4905
Leoma,TN,lawrence,Crossroads Volunteer Fire Department,38468,tn,2164 Fall River Road,931-762-1363
Ethridge,TN,lawrence,Ethridge Fire Department,38456,tn,200 Depot Street,931-829-2077
Lawrenceburg,TN,lawrence,Forestry Fire Tower-Collinwood,38464,tn,204 1st Avenue,931-724-5629
Lawrenceburg,TN,lawrence,Gandy Volunteer Fire Department,38464,tn,972 West Point Road,931-762-0932
Summertown,TN,lawrence,Henryville Volunteer Fire Department,38483,tn,933 Summertown Springs Road,931-964-4513
Iron City,TN,lawrence,Holly Creek Fire Department,38463,tn,2967 Railroad Bed Road,931-724-6600
Iron City,TN,lawrence,Iron City Fire Department,38463,tn,484 Iron City Rd,931-845-4120
Lawrenceburg,TN,lawrence,Lawrence County Rescue Squad,38464,tn,1111 Crescent Factory Road,931-762-5293
Lawrenceburg,TN,lawrence,Lawrenceburg Fire Department,38464,tn,232 West Gaines Street,931-762-9046
Leoma,TN,lawrence,Leoma Fire Department,38468,tn,2618 U.s. 43,931-852-4458
Lawrenceburg,TN,lawrence,New Prospect Fire Department,38464,tn,4420 Pulaski Highway,931-762-0866
Five Points,TN,lawrence,Southeast Lawrence Volunteer Fire Department,38457,tn,6 Gillespie Lane,931-556-2442
Iron City,TN,lawrence,Southgate Volunteer Fire Department,38463,tn,3156 Chisholm Road,931-724-9812
St. Joseph,TN,lawrence,St Joseph Fire Department,38481,tn,409 North Main Street,931-845-4141
Lawrenceburg,TN,lawrence,West End Volunteer Fire Department,38464,tn,5520 Waynesboro Highway,931-762-0629
Hohenwald,TN,lewis,Hohenwald Volunteer Fire Department,38462,tn,118 West Linden Avenue,931-796-2241
Fayetteville,TN,lincoln,Fayetteville Fire Department,37334,tn,300 Market Street West,931-433-7829
Fayetteville,TN,lincoln,Lincoln County Volunteer Fire Rescue,37334,tn,312 Market Street West,931-438-1575
Loudon,TN,loudon,City Of Loudon Fire Department,37774,tn,100 Cedar Grove Street,865-408-0408
Greenback,TN,loudon,Greenback Volunteer Fire Department,37742,tn,6899 Morganton Road,865-856-6670
Lenoir,TN,loudon,Lenoir City Fire Department,37771,tn,600 East Broadway Street,865-986-2310
Lenoir,TN,loudon,Loudon County Fire & Rescue,37771,tn,9000 Route 11,865-986-2882
Philadelphia,TN,loudon,Philadelphia Volunteer Fire-Rescue,37846,tn,808 Church St,865-458-2052
Loudon,TN,loudon,Tellico Village Volunteer Fire,37774,tn,210 Chota Road,865-458-5733
Lafayette,TN,macon,Lafayette Fire Department,37083,tn,201 East Locust Street,615-666-3535
Lafayette,TN,macon,Macon County Rescue Squad,37083,tn,601 Cedar Street,615-666-2626
Red Boiling Springs,TN,macon,Mt. Vernon Volunteer Fire Department,37150,tn,4029 Bakerton Road,615-699-3708
Red Boiling Springs,TN,macon,Red Boiling Springs Fire Department,37150,tn,166 Dale Street,615-699-2011
Red Boiling Springs,TN,macon,West End Volunteer Fire Department,37150,tn,5825 Clay County Highway,615-699-4130
Jackson,TN,madison,Jackson Fire Department,38301,tn,720 South Highland Avenue,731-425-8350
Jackson,TN,madison,Lewis Chapel Volunteer Fire Department,38301,tn,71 H C Walton Drive,423-949-6321
Jackson,TN,madison,Madison County Fire Department,38301,tn,2432 Technology Center Drive,731-424-5577
South Pittsburg,TN,marion,Battle Creek Volunteer Fire Department,37380,tn,149 Goff-Payne Road,423-837-5964
Whitwell,TN,marion,Crossroads Volunteer Fire Department,37397,tn,138 Alvin C York Highway,423-658-9000
Sequatchie,TN,marion,Foster Falls Volunteer Fire Department,37374,tn,5946 Highway 150,423-942-2600
Jasper,TN,marion,Jasper Fire Department,37347,tn,4460 Main Street,423-942-3825
Kimball,TN,marion,Kimball Volunteer Fire Department,37347,tn,925 Main Street,423-837-7040
Whitwell,TN,marion,Mullins Cove Volunteer Fire Department,37397,tn,13115 Mullins Cove Road,423-309-4734
